Sample	Actinomyces_europaeus	Actinomyces_radingae	Actinomyces_sp_HPA0247	Acutalibacter_muris	Aeriscardovia_aeriphila	Akkermansia_muciniphila	Anaerococcus_hydrogenalis	Anaerococcus_prevotii	Anaerococcus_vaginalis	Anaerotruncus_sp_G3_2012	Bacteroides_caecimuris	Bacteroides_thetaiotaomicron	Bifidobacterium_breve	Bifidobacterium_longum	Bifidobacterium_pseudolongum	Blautia_coccoides	Campylobacter_ureolyticus	Citrobacter_amalonaticus	Citrobacter_freundii	Citrobacter_pasteurii	Citrobacter_rodentium	Citrobacter_youngae	Clostridioides_difficile	Clostridium_aldenense	Clostridium_asparagiforme	Clostridium_bolteae	Clostridium_butyricum	Clostridium_clostridioforme	Clostridium_cocleatum	Clostridium_innocuum	Clostridium_lavalense	Clostridium_neonatale	Clostridium_paraputrificum	Clostridium_perfringens	Clostridium_sp_7_2_43FAA	Clostridium_sp_ASF356	Clostridium_sp_ASF502	Corynebacterium_simulans	Corynebacterium_striatum	Cutibacterium_acnes	Cutibacterium_avidum	Dermabacter_hominis	Dorea_sp_5_2	Enterobacter_cloacae_complex	Enterococcus_faecalis	Enterococcus_gallinarum	Enterorhabdus_caecimuris	Escherichia_coli	Finegoldia_magna	Fusobacterium_nucleatum	Gemella_asaccharolytica	Klebsiella_aerogenes	Klebsiella_michiganensis	Klebsiella_oxytoca	Klebsiella_pneumoniae	Klebsiella_quasipneumoniae	Klebsiella_variicola	Lachnospiraceae_bacterium_28_4	Lachnospiraceae_bacterium_A2	Lachnospiraceae_bacterium_A4	Lachnospiraceae_bacterium_M18_1	Lactobacillus_johnsonii	Lactobacillus_murinus	Lactobacillus_paragasseri	Leclercia_adecarboxylata	Morganella_morganii	Mycobacteroides_abscessus	Negativicoccus_succinicivorans	Oscillibacter_sp_1_3	Parasutterella_excrementihominis	Peptoniphilus_harei	Proteobacteria_bacterium_CAG_139	Proteus_hauseri	Proteus_mirabilis	Pseudomonas_aeruginosa_group	Serratia_marcescens	Sphingomonas_melonis	Staphylococcus_argenteus	Staphylococcus_aureus	Staphylococcus_epidermidis	Staphylococcus_hominis	Staphylococcus_warneri	Streptococcus_agalactiae	Streptococcus_gordonii	Streptococcus_salivarius	Streptococcus_thermophilus	Turicimonas_muris	Varibaculum_cambriense	Veillonella_dispar	Veillonella_parvula	Richness
B6-d39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89133	0.17007	0	0	0.01309	8.58325	0	0	0	0	0	0	24.60738	0	4.84655	14.15038	31.85971	4.07697	0	0	0	0	0	0	0	0	0	2.37694	0	0	0.36365	0	0	0	0	1.22392	5.69217	0.0421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24722	16
C3-d45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39963	0.06503	0	0.28176	0	10.86022	0	0	0	0	0	0	16.33307	0	10.55915	6.64614	39.90177	1.67965	0	0	0	0	0	0	0	0	0	1.22467	0	0	4.49212	0	0	0	0.76709	0.47938	5.44675	0.04976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
C5-d45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2718	0.06685	0	0.07815	0	9.20928	0	0	0	0	0	0	16.02173	0	16.44642	5.71137	44.258	1.07141	0	0	0	0	0	0	0	0	0	1.57584	0	0	1.69574	0	0	0	0.55838	0.10647	2.2332	0.01068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
C7-d44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8862	0.01633	0	0	0.01714	8.82766	0	0	0	0	0	0	20.0141	0	7.54335	6.93415	38.72225	0.9675	0	0	0	0	0	0	0	0	0	1.52403	0	0	7.26022	0	0	0	0.01184	1.54634	5.09342	0.01018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
GF1_B_mom_d32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12565	1.03011	0	0	0	0	5.28758	0	0	0	0	0	0	20.10749	0	8.55668	3.14597	38.10826	0.84463	0	0	0	0	0	0	0	0	0	3.3564	0	0	0	0.38712	0	0	1.78889	2.80943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.62166	0	0	0.91839	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61501	0	5.29674	16
GF1_B14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86091	0.40571	0	0	0	0	8.46168	0	0	0	0	0	0	14.19298	0	9.57187	4.00356	52.93826	0.85458	0	0	0	0	0	0	0	0	0	1.83001	0	0	0	0.17618	0	0	1.05076	0.874	0.2375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44838	0	0	0.8889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20471	16
GF1_B25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76194	0	0	0	0	0	7.90863	0	0	0	0	0	0	15.91911	0	10.28118	4.26174	40.17737	1.43188	0	0	0	0	0	0	0	0	0	1.65911	0	0	0	0.69598	0	0	1.30851	1.90461	0.84255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26113	0	0	0.55764	0	0	0	0	0	0	0	0	0	0	0	0	0	3.11903	0	4.90961	16
GF1_B3_d38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16744	0.10456	0	0	0	10.44965	0	0	0	0	0	0	31.03343	0	3.80482	13.80551	27.56515	3.50975	0	0	0	0	0	0	0	0	0	0.67903	0	0	0.23791	0.52873	0	0	0	0.94623	3.84045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5844	0	0	0.55582	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18711	0	0	16
GF1_C_mom_d32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07098	0	0	0	6.29668	0	0	0	0	0	0	17.44232	0	10.73598	3.41216	45.82969	0.3717	0	0	0	0	0	0	0	0	0	1.89193	0	0	0.81903	0.15966	0	0	0.98224	0.93844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56341	0	0	1.1683	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57628	0	3.74119	16
GF10_A1_d127_colon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63765	0.11251	0	0	0	17.03045	0	0	0	0	0	0	17.03481	0	8.79376	2.32147	28.48625	0.56027	0	0	0	0	0	0	0	0	0	1.38359	0	0	1.5152	0	0	0	0.09163	14.77636	0.16003	0.16614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.58121	16
GF10_A1_D32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0697	0.54584	0	0	0	0	8.16035	0	0	0	0	0	0	20.07998	0	17.5349	1.36657	15.15833	0.47509	0	0	0	0	0	0	0	0	0	6.90207	0	0	0	0	0	0	16.75273	4.31413	0.63752	0.2624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23631	0	0	1.53518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.96891	16
GF10_A2_D32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10904	0.9568	0	0	0	0	7.36683	0	0	0	0	0	0	25.76183	0	18.47387	1.11199	10.91491	0.52531	0	0	0	0	0	0	0	0	0	8.59217	0	0	1.12087	0	0	0	10.10218	4.92766	0	0.20381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22497	0	0	1.77991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.82784	16
GF15_Adam_d5_stool	0.24247	0	0	0	0	0	0.10499	0	0.76677	0	0	0	73.70994	0	0	0	0	0	0.55995	0	0	0.08548	1.84964	0	0	0	0.1899	0	0	0	0	2.61718	7.80968	0	0	0	0	0	0	0	0	0	0	0	1.77612	0	0	2.38248	0.05282	0	0	0	0	0.05619	0	0	0	0	0	0	0	0	0	0	0	0.75482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.04157	0	0	16
GF15_c_d18_stool	1.2022	0	0	0	0.01944	0	0.24193	0	0.05613	0	0	0	64.11045	0	0	0	0	0	0.69104	0	0	0	2.15001	0	0	0	1.28867	0	0	0	0	3.4044	9.55826	0	0	0	0	0	0	0	0	0	0	0	4.94038	0	0	3.00099	1.33676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10092	0	0.24183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.65659	0	0	16
GF15_cdam_d5_stool	0.06903	0	0	0	0	0	0.11676	0	0.14286	0	0	0	70.97114	0	0	0	0	0	1.71978	0	0	0.25506	2.76113	0	0	0	0.82964	0	0	0	0	1.93462	8.04264	0	0	0	0	0	0	0	0	0	0	0	2.05436	0	0	4.70988	0	0	0	0	0	0.04375	0	0	0	0	0	0	0	0	0	0	0	1.34358	0	0.66964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33613	0	0	16
GF2_A1_d37	0	0	0	0	0	0	0	0	0	0	0	0	34.15594	0	0	0	0	1.22011	0.19776	0	0.25229	0	9.04741	0	0	0	0.85171	0	0	0	0	22.14307	13.44483	0	3.49362	0	0	0	0	0	0	0	0	0	1.54566	0	0	1.2316	0.41179	0	0	0	0	0.13088	0	0	0	0	0	0	0	0	0	0	0	0.25964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7294	0	10.88429	16
GF2_A25_N713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46265	0.38231	0	0	0	9.14932	0	0	0	0	0	0	17.82531	0	9.82546	3.68245	40.70223	0.57415	0	0	0	0	0	0	0	0	0	2.03167	0	0	0	0.39281	0	0	0.42755	3.11382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4347	0	0	0.75965	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34193	0	4.894	16
GF2_B_Sire_day23	0.64119	0	0	0	0	0	0.52258	0	0.10947	0	0	0	36.31841	0	0	0	0	0.85545	0.15903	0	0	0	6.24039	0	0	0	1.60141	0	0	0	0	22.40065	11.72124	0	1.58475	0	0	0	0	0	0	0	0	0	0.66007	0	0	0.49238	1.35707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.69201	0	10.6439	16
GF2_Inoc	0	0	0	0	0	0	0.15506	0	25.72506	0	0	0	8.84848	0	0	0	0	0	1.98636	0	0	0.25392	0	0	0	0	0	0	0	0	0	2.85656	1.56258	0	0	0	0	0	0	0	0	0	0	0	26.43814	0	0	4.74843	10.53531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12664	0	0	0	0	0	0	0	0	0	0	0.49707	0	0	0	0	0.30876	0	0.04587	0	15.11897	0	0.7928	16
GF23_d17_damc	0	0	0	0	0	0	0.20023	0	0	0	0	0	0.27739	0	0	0	0	0	0.84989	0	0	0.14947	9.62334	0	0	0	0	0	0	21.56006	0	11.38083	2.10488	23.67817	0	0	0	0	0	0	0	0	0	0	7.59081	0	0	3.25073	0.58056	0	0	0	0	0.10019	0	0	0	0	0	0	0	0	0	0	0	1.83845	0	0	0	0	0	0	0	1.42943	0	0	0	0	0	0	0	0	0	0	0	0	0	15.38557	0	0	16
GF23_d62_dama	0	0	0	0	0	0	0	0	0	0	0	0	0.42078	0	0	0	0	0	0.99855	0	0	0.06744	14.83734	0	0	0	0.57267	0	0	19.40077	0	8.25435	2.58914	34.6149	2.31085	0	0	0	0	0	0	0	0	0	6.63812	0	0	2.04653	0	0	0	0	0	0.16406	0	0	0	0	0	0	0	0	0	0	0	1.26469	0	0	0	0	0	0	0	1.64843	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17139	0	0	16
GF4_Bsire_d10	0.01875	0	0	0	0	0	0.01484	0	0	0	0	0	51.95341	0	0	0	0	2.19906	0.61923	0	0	0.11767	4.58916	0	0	0	0.51283	0	0	0	0	23.91299	5.74328	0	0.2526	0	0	0	0	0	0	0	0	0	2.83787	0	0	1.89672	1.05023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1803	0	0	16
GF5_A1_D47	0	0	0	0	0	0	0	0	0	0	0	0	0.95731	0	0	0	0	3.61322	0.18773	0	0	0	9.68135	0	0	0	2.21698	0	0	0	0	0.08476	12.15746	0	9.25435	0	0	0	0	0	0	0	0	0	3.24733	0	0	23.75838	5.25111	0	0	23.65729	0	1.13937	0.25364	0	0	0	0	0	0	0	0	0	0	2.3818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15793	16
GF7_ADAM_D5	0.05416	0	0	0	0	0	0	0	0	0	0	0	41.07933	0	0	0	0	2.51826	0.34871	0	0	0	8.79305	0	0	0	0.37568	0	0	0	0	21.83933	3.61776	0	0.27369	0	0	0	0	0	0	0	0	0	1.32836	0	0	0.60373	0.66697	0	0	0	0	2.286	0	0	0	0	0	0	0	0	0	0	0	0.07254	0	0.04666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.09577	16
GF7_ADAM_D78	0.1133	0	0	0	0	0	0.45684	0	0	0	0	0	45.95058	0	0	0	0	3.23295	0.64147	0	0	0	3.13781	0	0	0	0.44254	0	0	0	0	17.96166	7.94663	0	0.49825	0	0	0	0	0	0	0	0	0	1.53942	0	0	1.84524	2.69859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.30023	0	8.50978	16
GF7_BSIRE_D12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52964	5.18028	0	0	0	0	8.20275	0	0	0	0	0	0	22.03933	0	9.3399	1.42709	23.97817	0.09125	0	0	0	0	0	0	0	0	0	3.23542	0	0	0	1.58408	0	0	3.59258	0	6.33396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0174	0	0	0.39302	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67459	0	6.38053	16
GF8_A1_D30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22087	0	0	0	0	0	7.56851	0	0	0	0	0	0	16.46566	0	8.10444	1.81663	18.96752	0.18646	0	0	0	0	0	0	0	0	0	2.29167	0	0	1.11455	0	0	0	29.73203	4.86912	0.76374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33074	0	0	0.68928	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28834	0	6.59042	16
GF8_B1_D34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65501	0	0	0	0	5.94493	0	0	0	0	0	0	41.82424	0	2.05024	2.54265	18.73721	5.9086	0	0	0	0	0	0	0	0	0	0.32185	0	0	3.52359	0	0	0	3.83707	1.77857	10.53859	0.29834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09322	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105	0	0.84089	16
GF8_B5_D34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97301	0.47077	0	0	0	6.66828	0	0	0	0	0	0	40.80802	0	7.40187	3.4171	14.66696	8.16846	0	0	0	0	0	0	0	0	0	0.80882	0	0	0.36197	0	0	0	4.78711	7.75983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41504	0	0	0.22258	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20196	0	2.86821	16
GF9_A3_D18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68477	0	0	0	0	2.11791	0	0	0	0	0	0	26.74584	0	4.5904	1.32808	12.0792	0.62889	0	0	0	0	0	0	0	0	0	1.99392	0	0	1.78041	0	0	0	1.81947	10.33244	29.42358	0.30208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93808	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07579	0	5.15913	16
GF9_A4_COLON_D33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01522	1.73451	0	0	0	0	10.26564	0	0	0	0	0	0	19.23964	0	19.0089	1.25712	15.31256	0.43971	0	0	0	0	0	0	0	0	0	7.10403	0	0	0.88084	0	0	0	9.33059	6.78551	0.79508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14006	0	0	1.57181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.11879	16
GF9_A4_D18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68368	0	0	0	0	5.76528	0	0	0	0	0	0	18.07399	0	6.14427	2.47547	18.4432	1.10926	0	0	0	0	0	0	0	0	0	2.18968	0	0	1.58877	0	0	0	2.49156	8.13016	26.53442	0.22379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61802	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05248	0	4.47597	16
GF9_A5_D18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10736	0.16175	0	0	0	5.70755	0	0	0	0	0	0	17.96245	0	5.91065	2.16382	19.33316	1.25955	0	0	0	0	0	0	0	0	0	1.9272	0	0	4.18075	0	0	0	1.82264	8.95447	25.18274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51204	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02874	0	3.7851	16
GF9_C2_D21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53889	0.30665	0	0	0.14536	9.82216	0	0	0	0	0	0	24.40627	0	13.34085	3.86333	24.59354	0.7441	0	0	0	0	0	0	0	0	0	2.25875	0	0	6.63788	0	0	0	1.83687	4.52576	0.10114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.22433	16
GF9_C3_D16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00061	0	0	0	0	6.41614	0	0	0	0	0	0	21.46056	0	7.65477	3.01872	20.60076	1.33526	0	0	0	0	0	0	0	0	0	2.055	0	0	1.98144	0	0	0	1.87694	6.16667	20.6411	0.12317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94734	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03462	0	4.6869	16
GF9_C4_COLON_D33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65175	0.06898	0	0	0	20.42049	0	0	0	0	0	0	17.47178	0	12.95399	3.9692	27.57447	0.85521	0	0	0	0	0	0	0	0	0	1.17035	0	0	2.81042	0	0	0	1.49986	3.79946	0.29158	0.06001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.70618	16
GF9_C5_D17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19813	0	0	0	0	1.51225	0	0	0	0	0	0	12.09254	0	2.15156	0.66512	6.94449	0.05565	0	0	0	0	0	0	0	0	0	1.38344	0	0	9.23573	0	0	0	4.51158	2.77278	55.5742	0.7791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28853	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14909	0	1.6858	16
Gn3_6Ddam_Stool	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70529	1.57041	0	0	0	0	0.58585	0	0	0	0	0	0	36.87046	0	6.23812	0.92295	14.71963	0.25492	0	0	0	0	0	0	0	0	0	11.55143	0	0	0	2.76212	0	0	3.23682	3.65694	1.1905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.29149	0	0	0.69768	0	0	0	0	0	0	0	0	0	0	0	0	0	7.74539	0	0	16
Gn3_6E_dam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12678	1.44379	0	0	0	0.04984	0.54069	0	0	0	0	0	0	36.67786	0	4.02811	1.06529	28.17637	0	0	0	0	0	0	0	0	0	0	7.79158	0	0	0	1.17433	0	0	1.71649	1.84401	0.10989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.42446	0	0	0.41888	0	0	0	0	0	0	0	0	0	0	0	0	0	7.41163	0	0	16
Gn3_6F_dam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59528	0.96714	0	0	0	0	1.98718	0	0	0	0	0	0	41.75874	0	5.59014	4.25927	22.50238	2.08205	0	0	0	0	0	0	0	0	0	4.16589	0	0	0	2.21031	0	0	1.40275	1.4114	0.16558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2875	0	0	1.57241	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04198	0	0	16
Gn3_7Adam_Stool_210823	0	0	0	0	0	0	0	0	0	0	0	0	39.06184	0	0	0	1.07223	0	0	0	0	0	1.26357	0	0	0	0.40495	0	0	22.65143	0	10.03725	0.5912	10.21744	0.15553	0	0	0	0	0	0	0	0	0	4.35613	0	0	0.22871	0.47849	0	0	0	0	0.1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.70965	0	0	0.32824	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31383	0	0	16
Gn3_7C_dam	0.45675	0	0	0	0	0	0	0	0	0	0	0	55.23694	0	0	0	0	1.12631	0.34056	0	0	0.05247	1.18425	0	0	0	2.50574	0	0	0	0	22.14727	4.91502	0	0.26936	0	0	0	0	0	0	0	0	0	6.87761	0	0	1.32661	0.78841	0	0	0	0	1.75559	0	0	0	0	0	0	0	0	0	0	0	0.74386	0	0.27325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
B3-d39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7653	0.04376	0	0	0	8.5714	0	0	0	0	0	0	28.55902	0	10.4547	12.8506	19.73896	5.36833	0	0	0	0	0	0	0	0	0	1.96526	0	0	1.54964	0	0	0.00191	0	3.18435	5.44564	0.02826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06501	0	0	0.50469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90317	17
B6-d40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0502	0.25858	0	0.21201	0.12796	8.81944	0	0	0	0	0	0	17.52628	0	13.78736	4.77925	30.8451	3.25895	0	0	0	0	0	0	0	0	0	2.57808	0	0	0.206	0	0	0	0	2.16679	9.39029	0.01221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.91026	17
B7-d40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30791	0.1804	0	0.57481	0.04366	9.64702	0	0	0	0	0	0	25.2548	0	13.9745	5.95493	13.36463	3.2123	0	0	0	0	0	0	0	0	0	4.71936	0	0	0.33192	0	0	0	0	9.5739	6.98671	0.03366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.06799	17
C1-d53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72566	0.12229	0	0	0.03059	9.53333	0	0	0	0	0	0	16.9789	0	14.57027	3.52238	38.82418	1.08972	0	0	0	0	0	0	0	0	0	1.46484	0	0	0.03479	0	0	0	0.68115	4.62503	0.01705	0.06908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.88135	17
C19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11509	0.74717	0	0	0	0	6.22421	0	0	0	0	0	0	14.51288	0	11.6161	3.06348	51.29939	0.51723	0	0	0	0	0	0	0	0	0	1.54636	0	0	0.01245	0.10762	0	0	0.40111	2.06457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47542	0	0	0.71221	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91754	0	3.66717	17
C2-d53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57903	0.27068	0	0	0.05766	11.58651	0	0	0	0	0	0	16.25061	0	18.06289	2.82479	36.42216	0.80052	0	0	0	0	0	0	0	0	0	1.16338	0	0	0.0095	0	0	0	0.66826	4.59362	0.02441	0.01923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.69433	17
C3-d53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01875	0.14977	0	0	0.04579	10.22784	0	0	0	0	0	0	20.6894	0	15.69725	2.95991	35.32504	0.68531	0	0	0	0	0	0	0	0	0	1.13475	0	0	0.0303	0	0	0	0.98558	2.89581	0.00689	0.01176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.45614	17
C4-d53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9143	0.11801	0	0	0.07821	8.18151	0	0	0	0	0	0	14.67526	0	15.14762	3.70267	43.04795	0.78351	0	0	0	0	0	0	0	0	0	1.27466	0	0	0.06505	0	0	0	1.1535	2.4414	0.56686	0.07497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.13363	17
C6-d49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34187	0.36559	0	0	0.12222	4.68058	0	0	0	0	0	0	15.67005	0	21.61961	4.1031	44.05587	0.63354	0	0	0	0	0	0	0	0	0	1.30648	0	0	0.34466	0	0	0	0.45512	0.38327	0.04736	0.02085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.08214	17
C6-d53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08296	0.20761	0	0	0.01189	8.65374	0	0	0	0	0	0	12.22493	0	15.26725	3.29026	47.28716	0.70133	0	0	0	0	0	0	0	0	0	1.14587	0	0	0.0147	0	0	0	0.56912	3.39078	0	0.01048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15807	0	0	0.6401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.34375	17
C7-d53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42467	0.10687	0	0	0.04822	10.71183	0	0	0	0	0	0	19.81234	0	13.33237	2.52308	34.27634	0.82048	0	0	0	0	0	0	0	0	0	1.79079	0	0	0.0488	0	0	0	0.98288	6.37588	0	0.00923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62424	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07964	0	6.03236	17
