Sample,Clostridium_perfringens,Clostridium_neonatale,Klebsiella_aerogenes,Klebsiella_oxytoca,Clostridium_innocuum,Clostridioides_difficile,Clostridium_paraputrificum,Enterococcus_faecalis,Clostridium_sp_7_2_43FAA,Klebsiella_pneumoniae,Veillonella_parvula,Proteus_mirabilis,Citrobacter_freundii,Klebsiella_michiganensis,Escherichia_coli,Peptoniphilus_harei,Campylobacter_ureolyticus,Varibaculum_cambriense,Finegoldia_magna,Proteus_hauseri,Citrobacter_amalonaticus,Gemella_asaccharolytica,Citrobacter_youngae,Citrobacter_rodentium,Enterococcus_gallinarum,Bacteroides_caecimuris,Bacteroides_thetaiotaomicron,Akkermansia_muciniphila,Lactobacillus_johnsonii,Blautia_coccoides,Clostridium_clostridioforme,Clostridium_aldenense,Lactobacillus_murinus,Parasutterella_excrementihominis,Proteobacteria_bacterium_CAG_139,Turicimonas_muris,Streptococcus_salivarius,Staphylococcus_epidermidis,Veillonella_dispar,Clostridium_asparagiforme,Clostridium_lavalense,Sphingomonas_melonis,Anaerococcus_vaginalis,Bifidobacterium_breve,Clostridium_bolteae,Clostridium_butyricum,Morganella_morganii,Anaerococcus_hydrogenalis,Negativicoccus_succinicivorans,Actinomyces_europaeus,Corynebacterium_simulans,Staphylococcus_warneri,Klebsiella_variicola,Klebsiella_quasipneumoniae,Staphylococcus_aureus,Dermabacter_hominis,Staphylococcus_argenteus,Corynebacterium_striatum,Citrobacter_pasteurii,Aeriscardovia_aeriphila,Streptococcus_thermophilus,Streptococcus_gordonii,Mycobacteroides_abscessus,Lachnospiraceae_bacterium_28_4,Lachnospiraceae_bacterium_A4,Acutalibacter_muris,Anaerotruncus_sp_G3_2012,Dorea_sp_5_2,Lachnospiraceae_bacterium_A2,Clostridium_sp_ASF502,Enterorhabdus_caecimuris,Clostridium_sp_ASF356,Lachnospiraceae_bacterium_M18_1,Oscillibacter_sp_1_3,Bifidobacterium_pseudolongum,Clostridium_cocleatum,Cutibacterium_acnes,Fusobacterium_nucleatum,Bifidobacterium_longum,Cutibacterium_avidum,Streptococcus_agalactiae,Enterobacter_cloacae_complex,Serratia_marcescens,Pseudomonas_aeruginosa_group,Lactobacillus_paragasseri,Actinomyces_sp_HPA0247,Leclercia_adecarboxylata,Staphylococcus_hominis,Actinomyces_radingae,Anaerococcus_prevotii,Achromobacter_xylosoxidans,Pedobacter_nutrimenti,Achromobacter_insuavis,Delftia_acidovorans,Paenibacillus_pasadenensis,Acinetobacter_gandensis,Acinetobacter_johnsonii,Ruthenibacterium_lactatiformans
GF9_C4_D17,6.90611,1.92863,3.18049,56.83921,8.57375,1.76816,0.38868,0.63913,0,0.22391,1.60685,0,0,2.38725,15.35827,0,0,0,0,0,0.19956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C4_D19,0.11259,1.55943,4.71376,2.77942,26.91174,9.02933,2.43198,16.45189,30.88393,0,0,0,0,0,5.12594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C5_COLON_D33,38.59794,14.84105,0.65932,0,12.67765,15.13881,2.25646,0.9392,0.27632,0.09222,6.45039,1.1004,0.73557,4.63248,0.40506,0,0,0,0,0,1.19712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C5_D17,6.94449,2.15156,4.51158,55.5742,12.09254,1.51225,0.66512,1.38344,0.05565,0.7791,1.6858,0.28853,0,2.77278,9.23573,0,0,0.14909,0,0,0.19813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C5_D18,19.3036,1.6938,3.58717,31.57928,32.33119,3.61517,0,0,0,0,4.27349,0,0,3.6163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C5_D20,0,0.00916,1.42196,2.48047,6.1568,3.78271,0.23986,79.26772,2.08989,0,0,0,0,0,4.55143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C5_D21,4.10173,1.47078,4.42097,6.96365,24.64903,6.69785,5.98779,17.41531,14.71342,0,0.6083,1.77129,0,0.11105,10.93748,0,0,0,0,0,0.15136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C6_COLON_D33,42.25458,12.31881,0.70629,0,10.73215,15.67524,2.19664,0.72286,0.26042,0,6.58121,1.30067,0.47815,4.66373,0.10241,0,0,0,0,0,2.00684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C6_D16,15.13409,4.01399,1.6069,19.2011,29.49039,4.98087,1.2996,1.75346,1.14226,0,4.81849,0.22684,0,12.95845,0.74899,0,0,0.14556,0,0,2.47901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C6_D20,2.35752,1.39688,15.14238,8.17972,24.97953,2.53187,1.04131,12.59346,9.22253,0.68133,0,0,0,0,21.87348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C6_D21,6.0636,1.96355,4.00785,8.4194,24.32291,7.39367,4.74584,19.73128,11.63959,0,1.04174,1.31294,0,0.64218,8.37771,0,0,0,0,0,0.33775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C7_COLON_D33,44.4919,12.83144,0.66123,0,10.35251,18.83577,1.72391,0.97741,0.37732,0,4.15726,0.72893,0,4.13053,0.40552,0,0,0,0,0,0.32626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C7_D16,20.10488,5.56426,1.71222,22.44161,25.58898,4.65504,1.60007,1.36911,0.64395,0,4.30362,0.80729,0,8.12142,0.74347,0,0,0.2201,0,0,2.12398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C7_D17,12.27911,2.99673,3.52496,53.64771,10.15174,2.9261,0.94422,1.30032,0.36217,0.31149,2.66851,0.36224,0,3.28131,5.24339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_INOC,29.14523,7.22993,1.88782,19.38262,16.93636,5.05718,2.09025,1.3865,0.85168,0.17976,3.88223,1.00929,0,7.43917,1.47799,0.25016,0,0.26363,0,0,1.53021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_6C_dam,52.71196,5.46891,1.52817,0.03606,20.64921,0.76889,1.477,4.03412,0.08805,0,0,0.40453,0.11589,1.65774,0,5.21828,0.75941,4.15783,0.77078,0,0.15319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_6Cdam_Stool_210816,29.31424,1.92048,1.61116,0.2388,34.8881,1.05325,1.46262,9.55139,0.5052,0,0,0.31584,0,2.84773,0.63642,6.42262,0.56742,7.08683,1.11863,0,0.45928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_6Cdam_Stool_211105-1,6.45858,2.90603,0,0.09598,29.06784,1.63905,0,3.32839,0,0,0,0,0,0,5.35561,0,0,0,0.24827,0,0.8236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.07663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_6Cdam_Stool_211105-2,9.44303,4.62831,0,0.07121,26.72932,2.48126,0,3.19191,0,0,0,0,0,0,5.03213,0,0,0,0.20061,0,1.43527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.78695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_6Cdam_Stool_211105-3,7.77783,6.85733,0,0,32.34761,3.5926,0,3.04077,0,0,0,0,0,0,4.33916,0,0,0,0.12233,0,1.1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.78578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_6D_dam,8.44611,2.88046,5.07963,0.49977,56.17476,0.09544,1.35674,5.56005,0.23301,0.22706,0,1.06261,0.27098,2.1201,0.9046,3.97651,2.15362,6.36704,1.46504,0,1.12646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_6Ddam_Stool,14.71963,6.23812,3.23682,1.1905,36.87046,0.58585,0.92295,11.55143,0.25492,0,0,0.69768,0,3.65694,0,5.29149,2.70529,7.74539,2.76212,0,1.57041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_6E_dam,28.17637,4.02811,1.71649,0.10989,36.67786,0.54069,1.06529,7.79158,0,0,0,0.41888,0,1.84401,0,6.42446,1.12678,7.41163,1.17433,0,1.44379,0,0.04984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_6Edam_Stool,31.78607,9.00358,2.42529,0.14575,37.30482,0.09103,0.6181,9.27659,0.08721,0,0,0.20964,0,2.25173,0.05899,1.88657,0.62772,2.1902,1.36708,0,0.66963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_6F_dam,22.50238,5.59014,1.40275,0.16558,41.75874,1.98718,4.25927,4.16589,2.08205,0,0,1.57241,0,1.4114,0,4.2875,2.59528,3.04198,2.21031,0,0.96714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_7A_dam,23.16747,17.20637,0,0,34.23428,1.35135,2.14199,3.58891,0.70041,0,0,0.5034,0.10145,0,0.22382,3.53896,3.46054,2.68968,0.26699,0,0.56357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82669,0,3.4341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_7A_dam_210806,23.48278,18.04678,0,0.2324,23.26555,3.33789,2.03031,2.38721,0.14462,0,0,0.4257,0.08534,0,0.11537,5.36421,1.52542,3.82242,0.42812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.14327,0,7.1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_7ADam_Stool_210806,6.63874,8.1179,0,0.95426,31.16276,0.85784,0.39309,4.85079,0.09873,0,0,0.47167,0.16198,0,0.28704,4.18237,0.93421,2.06902,0.15495,0,0.45647,0,0.0228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.75589,0,0.4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_7Adam_Stool_210823,10.21744,10.03725,0,0.1295,22.65143,1.26357,0.5912,4.35613,0.15553,0,0,0.32824,0,0,0.22871,5.70965,1.07223,3.31383,0.47849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.06184,0,0.40495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_7C_dam,0,22.14727,0,1.75559,0,1.18425,4.91502,6.87761,0.26936,0,0,0,0.34056,0,1.32661,0,0,0,0.78841,0,1.12631,0,0.05247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.23694,0,2.50574,0.74386,0,0.27325,0.45675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_7D_dam_210806,0,21.27045,0,1.10351,0,2.02774,3.86879,5.47291,0.27567,0,0,0,0.11575,0,1.71544,0,0,0,0,0,0.08011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.92805,0,1.65375,0.45521,0,0.03263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_7D_dam_210818,0,13.39054,0,2.4455,0,2.14387,5.45222,4.91059,0.70283,0,0,0,0.35984,0,3.58467,0,0,0,0,0,1.06832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.23431,0,0.78789,0.9194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_7E_dam,0,21.78987,0,1.33642,0,3.46939,8.42875,12.28573,0.37116,0,0,0,0.53647,0,2.45869,0,0,0.16737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.14846,0,2.68393,0.95977,0.36399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_7Edam_Stool,0,12.72092,0,0.60877,0,0.84668,2.183,11.55173,0.57275,0,0,0,0.28138,0,1.18018,0,0,3.1135,1.17803,0,0.05727,0,0.05693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.11701,0,0.63412,0.56144,1.17612,0,0.16017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_7F_dam,0,26.07887,0,3.95928,0,0.80779,9.35582,11.89288,0.49309,0,0,0,0.83424,0,2.76579,0,0,0,1.38657,0,0,0,0.06529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6409,0,0.61426,1.50897,0.42739,0,0.16888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_7Fdam_Stool,0,25.57792,0,0.45083,0,5.30805,3.1096,8.67554,2.18885,0,0,0,0.62331,0,2.56779,0,0,0.16778,0.29628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.16397,0,0.54796,1.00985,0.29337,0,0.01889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_8Ddam_Stool_211105-2,0,0,0,0,0,0,0,0,0,22.29421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.06146,0,0,0,0,0,0,0,0,30.69176,1.92011,0,0.78427,0,0,0,0.00572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58397,2.37767,1.67558,0.60524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A_Innoc,14.26082,9.88962,1.24988,6.97388,26.99102,9.59891,2.82888,5.71807,0.25142,0,5.28261,1.13158,0.10764,2.66793,0.2996,3.21967,2.06725,2.12917,1.10036,0,4.1007,0,0.13097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A1_Cwash,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A1_Stool,0,0,61.51922,0,0,0.78946,0,3.04447,0,0.83515,0,0,0,0,33.8117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A2_Cwash,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A3_Cwash,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A3_Stool_DoL10,0,0,94.22995,0,0,0,0,1.7141,0,1.7014,0,0,0,0,2.35455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A3_Stool_DoL11,0,0,81.97145,0,0,0,0,2.78062,0,1.49159,0,0,0,0,13.75634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A4_Cwash,0,0,32.93247,0,0,0,0,0,0,0,0,0,0,0,67.06753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A5_Cwash,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A5_Stool_Dol10,0,0,89.59335,0,0,0,0,2.07824,0,1.03203,0,0,0,0,7.29638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A5_Stool_dol11,0,0,62.996,0,0,0.16112,0.38109,4.74114,0,1.40456,0,0,0,0,30.31608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A5_Stool_dol12,0,0,82.59656,0,0,0,0,2.56968,0,0.32006,0,0,0,0,14.5137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A6_Cwash,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_AB_Innoc,6.18614,16.19911,0.51555,4.2354,10.70679,6.16737,3.03535,4.86155,0.66726,0,6.69253,0.02183,0,0.4397,1.06234,1.18978,0.84145,2.83835,1.42112,0,2.76093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.66766,0,3.39006,0,0,0,0.09973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_AB10_Cwash,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
